text,label
fundraising team had a transactional focus asst complains in email,0
ed klein w inside info of fbi’s investigation of email server in new book joins me on radio now,0
nato hasn t provided enough troops in afghanistan because they are still angry about us going into iraq,1
swag,0
mannequichallenge electionnight ncat,0
fox news anchor sean hannity is offended by the onion might not understand what satire is,0
ihavetoremindmyself i m lady,0
national poll now leads by point thehill,0
why don t we do morning workout addyguzman,0
myfarewellwordswouldbe nsfw,0
should ignore personal attacks from clinton and focus on speaking to the american people,0
shawn mendes ousts drake for top spot on billboard album chart life,0
says federal spending has increased percent over the past three years,1
is black friday racist in today’s pc environment,0
who s fucked if trump wins electionnight,0
barack hussein obama will force christian schools to hire non christian teachers,0
in michigan ‘this is your movement’,0
nowplaying sly polaroid,0
texas appeals court dismisses abuse of power case against rick perry news,0
blue angels hold first training flight following smyrna crash,0
donald trump in final n h rally ‘tomorrow is going to be,0
omw va hc imwithher,0
thingsyoucantignore the goddamn fasten seatbelt chime that goes off times in the second it takes to put the belt on,0
under president barack obama income levels and unemployment numbers are worse now than just about ever for african americans,0
ravens cornerback tray walker dies of injuries sustained in motorbike accident sports,0
rt themarkjacka like bruce bilson mal brough sussan ley stuart roberts andrew robb matthew guy damian mantaugh bbishop mich… …,0
news us this morning from cbs news feb cbs news,0
hasn t tweeted in a week where is her call for an end to the violent riots being done in her name,0
the law says when a police officer stops you do whatever he says and then deal with it later,0
th circuit to you,0
northern california week long crab strike comes to an end,0
says up to a quarter of african americans dont have government photo id,1
out to see the cherry blossoms with biscuit they usually peak around her birthday in april but warm weather threw the season off,0
